query,docid,rating
bluetooth speaker,365429,0
bluetooth speaker,77854049,3
bluetooth speaker,3484711,0
bluetooth speaker,4148015,0
bluetooth speaker,4204999,0
bluetooth speaker,3466376,0
bluetooth speaker,3477896,0
bluetooth speaker,2663204,0
bluetooth speaker,1647852,0
bluetooth speaker,70244,0
bluetooth speaker,1575066,0
bluetooth speaker,3394484,0
surround sound speakers,478578,3
surround sound speakers,130423,0
surround sound speakers,356862,0
surround sound speakers,1579374,1
surround sound speakers,58192,3
surround sound speakers,3462841,0
surround sound speakers,338731,0
surround sound speakers,279672,3
surround sound speakers,450558,3
surround sound speakers,1348452,2
surround sound speakers,77192151,2
surround sound speakers,77218052,0
phone case,3842754,3
phone case,3428606,3
phone case,3430648,3
phone case,3429708,3
phone case,3428483,3
phone case,77500157,3
phone case,77522648,3
phone case,3924024,3
phone case,77145616,3
phone case,77941157,3
phone case,77143743,3
phone case,77941190,3
phone case,77669843,3
phone case,77941197,3
phone case,77941209,3
phone case,77657416,3
phone case,77941207,3
phone case,77944553,3
phone case,77500156,3
phone case,77669560,3
phone case,3924007,3
phone case,77941161,3
phone case,77500858,3
phone case,77941170,3
phone case,77657686,3
phone case,77667488,3
phone case,78709240,3
phone case,77499989,3
phone case,77500058,3
phone case,79524877,3
phone case,77941218,3
phone case,77455633,3
phone case,77455632,3
phone case,77657600,3
phone case,77944554,3
phone case,77941217,3
phone case,79524888,3
phone case,2394938,3
phone case,77657559,3
phone case,78709216,3
garmin,1723896,0
gps watch,77382335,3
gps watch,79550421,3
gps watch,78586548,3
gps watch,78586712,3
gps watch,78712152,3
gps watch,78586644,3
gps watch,79547855,3
gps watch,79550429,3
gps watch,77382280,3
gps watch,77773285,3
flat screen tv,2054249,0
flat screen tv,94305,0
flat screen tv,94328,0
flat screen tv,94281,0
flat screen tv,1621237,0
flat screen tv,94329,0
flat screen tv,94308,0
flat screen tv,94327,0
flat screen tv,463092,0
flat screen tv,2157715,0
flat screen tv,869707,0
flat screen tv,164408,0
flat screen tv,94284,0
flat screen tv,114065,0
flat screen tv,876256,0
flat screen tv,3554480,0
flat screen tv,338992,0
flat screen tv,463091,0
flat screen tv,457240,0
flat screen tv,266107,0
flat screen tv,94367,0
flat screen tv,1610360,0
flat screen tv,551048,0
flat screen tv,3554481,0
flat screen tv,1377220,0
flat screen tv,4141301,0
flat screen tv,4141300,0
flat screen tv,457347,0
flat screen tv,3591045,0
flat screen tv,1315463,0
flat screen tv,894578,0
flat screen tv,338895,0
flat screen tv,360193,0
flat screen tv,94343,0
flat screen tv,869728,0
flat screen tv,894580,0
flat screen tv,894579,0
flat screen tv,94279,0
flat screen tv,338956,0
flat screen tv,94307,0
nintendo,77487293,3
nintendo,78332962,3
nintendo,3932626,0
nintendo,77192151,0
nintendo,77192150,0
xbox,77388652,2
xbox,1128752,0
xbox,77192150,0
xbox,77192151,0
computer,1645837,0
computer,1596052,0
computer,2152150,0
computer,77524118,0
computer,80033,0
computer,799535,0
computer,523407,0
computer,1642362,0
computer,124997,0
computer,2702723,0
computer,3637824,0
computer,1601528,0
computer,797865,0
computer,3637972,0
computer,1596054,0
computer,635058,0
computer,1231865,0
computer,560475,0
computer,560468,0
computer,693954,0
computer,643027,0
computer,1659388,0
computer,558751,0
computer,1907230,0
computer,2235620,0
computer,680527,0
computer,560471,0
computer,693959,0
computer,325926,0
computer,1231771,0
computer,532095,0
computer,3432453,0
computer,3432447,0
computer,165389,0
computer,1946149,0
computer,2245785,0
computer,1907231,0
computer,77384911,0
computer,3540371,0
computer,1971842,0
nintendo switch,77487293,3
nintendo switch,78332962,0
nintendo switch,77192151,0
nintendo switch,77192150,0
nintendo switch,3932626,0
nintendo switch,458647,0
nintendo switch,458655,0
nintendo switch,1679331,0
nintendo switch,136440,0
nintendo switch,1948452,0
nintendo switch,1948453,0
switch,458655,0
switch,458647,0
switch,77487293,3
switch,78332962,0
switch,1679331,3
switch,1948453,0
switch,1948452,0
switch,4195377,3
switch,136440,0
switch,515655,0
switch,886543,3
switch,1754,3
switch,1575,3
switch,2133201,3
switch,3882243,3
switch,1401755,3
switch,3527172,0
switch,3045,3
switch,635214,3
switch,1775823,3
switch,1261815,3
switch,2126847,3
switch,785000,3
switch,1129020,3
switch,111592,3
switch,3849582,3
switch,98429,0
switch,52083,3
switch,1644844,3
switch,636411,3
switch,1515629,3
switch,1668462,3
switch,3089481,3
switch,1644843,3
switch,3882200,3
switch,78840687,3
switch,3449712,3
switch,4610255,3
switch,1354812,3
switch,1578796,3
laptop bag,1751314,3
laptop bag,3149234,3
laptop bag,3149204,3
laptop bag,4209420,3
laptop bag,4548269,3
laptop bag,4567982,3
laptop bag,4509231,3
laptop bag,3662408,3
laptop bag,4548172,3
laptop bag,278328,0
laptop bag,1712804,0
laptop bag,3802249,0
laptop bag,1710195,0
laptop bag,1893702,0
laptop bag,4564776,0
laptop bag,3334324,0
laptop bag,78534906,0
laptop bag,1350917,0
laptop bag,77386176,0
laptop bag,3484721,0
gaming mouse,1929829,3
gaming mouse,4706452,3
gaming mouse,3660920,3
gaming mouse,77195849,0
gaming mouse,77195848,3
gaming mouse,78801931,2
gaming mouse,77476957,0
gaming mouse,77192163,3
gaming mouse,77192154,3
gaming mouse,4703509,3
gaming mouse,77192161,3
gaming mouse,77192162,3
gaming mouse,78803571,0
gaming keyboard,77192158,3
gaming keyboard,77192157,3
gaming keyboard,77192160,3
gaming keyboard,77023781,3
gaming keyboard,77195848,0
gaming keyboard,78803571,0
gaming keyboard,4312696,0
gaming keyboard,77455669,0
gaming keyboard,3663889,0
gaming keyboard,448154,0
gaming keyboard,4706452,0
gaming keyboard,3660920,0
gaming keyboard,1929829,0
gaming keyboard,78503108,0
gaming keyboard,3596581,0
headphones,620649,3
headphones,788255,3
headphones,4144170,3
headphones,3961635,3
headphones,1954005,3
headphones,711306,3
headphones,4144246,3
headphones,3965621,3
headphones,3961684,3
headphones,463770,3
headphones,2006079,3
headphones,3961632,3
headphones,4006114,3
headphones,1715508,3
headphones,3997951,3
headphones,463772,3
headphones,474731,3
headphones,302412,3
headphones,730102,3
headphones,1348452,3
headphones,1575934,3
headphones,4006109,3
headphones,302039,3
headphones,1004745,3
headphones,474729,3
headphones,1232629,3
headphones,474727,3
headphones,3537426,3
headphones,840072,3
headphones,3537171,3
headphones,4002977,3
headphones,3961655,3
headphones,302003,3
headphones,3965623,3
headphones,296137,3
headphones,3954020,3
headphones,325774,3
headphones,474739,3
headphones,301889,3
headphones,302706,3
headphones,302952,3
headphones,446370,3
headset,3422937,3
headset,3425258,3
headset,3468944,3
headset,4141519,3
headset,2090019,3
headset,4206390,3
headset,2118987,1
headset,918867,3
headset,1422331,3
headset,4312695,3
headset,3695608,3
headset,3860659,3
headset,77462820,3
headset,1991051,3
headset,4312696,3
headset,1231794,3
headset,1954005,3
headset,880923,3
headset,4204248,3
headset,2286553,3
headset,3663889,3
headset,448154,3
headset,4312698,3
headset,2251818,3
headset,448213,3
headset,730102,3
headset,325774,3
headset,1578266,3
headset,474727,3
headset,474723,3
headset,3933732,3
headset,78805292,3
headset,3954020,3
headset,2006079,3
headset,840072,3
headset,77290418,3
headset,77945630,3
headset,77290363,3
headset,77290103,3
headset,77192150,3
head set,77116237,0
head set,77116120,0
head set,77116247,0
head set,134294,0
head set,1996643,0
head set,545598,3
head set,1519085,3
head set,3093851,3
head set,4508826,0
head set,77127277,0
head set,77127846,0
head set,774746,0
head set,1225121,0
head set,4061728,0
head set,2160438,0
head set,2075516,0
phone charger,3663711,2
phone charger,476138,2
phone charger,462268,3
phone charger,4597426,3
phone charger,4606045,2
phone charger,77756580,3
phone charger,49754,0
phone charger,78860414,3
phone charger,560621,0
phone charger,3993072,1
phone charger,483781,0
laptop case,2007047,3
laptop case,1751315,3
laptop case,4065838,3
laptop case,95726,1
laptop case,1178340,3
laptop case,3610690,1
laptop case,3435308,3
laptop case,3149246,1
laptop case,3270236,3
laptop case,3149237,3
laptop case,3149243,1
laptop case,267511,3
laptop case,1751314,3
laptop case,2112555,1
laptop case,1178662,3
laptop case,78107189,3
laptop case,78107187,3
laptop case,78107194,3
laptop case,78107191,3
laptop case,3671124,3
laptop case,1690681,3
laptop case,3671130,3
laptop case,271529,1
laptop case,3956922,3
laptop case,3435832,3
laptop case,128928,3
laptop case,271526,1
laptop case,4264352,3
laptop case,802682,3
laptop case,338047,1
laptop case,1689465,3
laptop case,112778,3
laptop case,102456,3
laptop case,2327769,3
laptop case,91278,3
laptop case,267513,1
laptop case,4607401,3
laptop case,802738,3
laptop case,1319383,3
laptop case,128942,3
laptop case,278328,0
laptop case,1712804,0
laptop case,3802249,0
laptop case,1710195,0
laptop case,1893702,0
laptop case,4564776,0
laptop case,3334324,0
laptop case,78534906,0
laptop case,1350917,0
laptop case,77386176,0
ipad,79552511,3
ipad,4152840,0
ipad,79525063,3
ipad,4543373,0
ipad,2002016,0
ipad,77499005,0
ipad,77311842,0
ipad,78314562,0
ipad,77311845,0
ipad,78682441,0
ipad,1004745,0
ipad,77311852,0
ipad,79165007,0
ipad,77311851,0
ipad,79332026,0
ipad,4606045,0
ipod,2674165,0
ipod,4597411,0
ipod,4606045,0
ipod,3714768,0
ipod,3842739,1
ipod,3425529,2
ipod,2048581,0
ipod,3797306,0
ipod,1715714,0
ipod,1857711,0
ipod,1715811,0
ipod,2394938,0
ipod,2048586,0
ipod,3842745,2
ipod,2048578,1
ipod,3554351,0
ipod,1739369,0
ipod,3658055,0
ipod,3591851,0
ipod,3850764,0
ipod,2394945,0
ipod,3537784,0
ipod,1313269,0
ipod,3425526,0
ipod,3782116,0
ipod,3851149,0
ipod,4597404,0
ipod,3671879,1
ipod,3782114,0
ipod,4597426,0
ipod,3924000,1
ipod,3923996,0
ipod,2119616,0
ipod,3521026,0
ipod,3924001,0
ipod,3924008,0
ipod,890353,0
ipod,3879281,0
ipod,3728860,0
ipod,3521022,0
tablet,77311842,0
tablet,77311852,2
tablet,49153,0
tablet,77524118,0
tablet,4142673,1
tablet,1198614,3
tablet,4016766,0
tablet,77943598,2
tablet,77311849,0
tablet,77311840,0
tablet,77498146,0
tablet,293209,0
tablet,351968,0
tablet,537751,0
tablet,77311830,0
tablet,78478550,0
tablet,77384911,0
tablet,4567968,0
tablet,79332026,1
tablet,668217,0
tablet,78314562,0
tablet,77311832,0
tablet,444354,0
tablet,77744098,0
tablet,4152840,0
tablet,79525063,0
tablet,4543373,0
tablet,77118116,0
tablet,77118115,0
tablet,79251889,0
tablet,77121108,0
tablet,77311845,0
tablet,79532241,0
tablet,77121055,0
tablet,77121056,0
tablet,77311853,0
tablet,77121057,0
tablet,77120477,0
tablet,77311851,0
tablet,77118114,0
keyboard,3596581,0
keyboard,713720,0
keyboard,698831,0
keyboard,4151334,0
keyboard,4151333,0
keyboard,699025,0
keyboard,698406,0
keyboard,722847,0
keyboard,1659892,0
keyboard,1644179,0
keyboard,698392,0
keyboard,1644559,2
keyboard,1659451,0
keyboard,1644533,2
keyboard,3108517,0
keyboard,1644503,0
keyboard,1645972,0
keyboard,1511001,3
keyboard,1856460,0
keyboard,1754039,0
keyboard,3640346,0
keyboard,1938331,0
keyboard,1748427,0
keyboard,52379,0
keyboard,1661481,0
keyboard,48132,2
keyboard,1811635,3
keyboard,1862620,3
keyboard,1097773,3
keyboard,2164256,3
keyboard,643243,3
keyboard,1749064,3
keyboard,917659,2
keyboard,738438,3
keyboard,695163,3
keyboard,539590,3
keyboard,3555889,3
keyboard,3557655,3
keyboard,788127,3
keyboard,1655907,3
printer,968446,0
printer,968441,0
printer,1484,0
printer,968297,0
printer,1839,0
printer,2093253,0
printer,2706389,0
printer,859688,0
printer,485687,0
printer,3713205,0
printer,61061,0
printer,1749486,0
printer,1749369,0
printer,1591926,0
printer,1749404,0
printer,1749482,0
printer,1749485,0
printer,1749475,0
printer,1749476,0
printer,1749480,0
printer,486839,0
printer,1569761,0
printer,798960,0
printer,1428527,0
printer,859549,0
printer,3644086,0
printer,1573679,0
printer,1069151,0
printer,842728,0
printer,856279,0
printer,710288,0
printer,798966,0
printer,798956,0
printer,1579255,0
printer,3850762,0
printer,638937,0
printer,3931238,0
printer,19730,0
printer,19733,0
printer,19727,0
laser printer,2706389,0
laser printer,968441,0
laser printer,3644086,0
laser printer,481283,3
laser printer,968297,0
laser printer,1579255,0
laser printer,968446,0
laser printer,63621,0
laser printer,718470,0
laser printer,743104,0
laser printer,643638,0
laser printer,63619,0
laser printer,137317,0
laser printer,137111,0
laser printer,137507,0
laser printer,138481,0
laser printer,137155,0
laser printer,137246,0
laser printer,137264,0
laser printer,271637,0
laser printer,137022,0
laser printer,137550,0
laser printer,362903,0
laser printer,137274,0
laser printer,137238,0
laser printer,137604,0
laser printer,363035,0
laser printer,137295,0
laser printer,4422442,0
laser printer,830894,0
laser printer,137498,0
laser printer,137586,0
laser printer,137644,0
laser printer,718471,0
laser printer,148049,0
laser printer,148075,0
laser printer,148110,0
laser printer,148113,0
laser printer,148073,0
laser printer,148103,0
laser printer,4535086,0
laser printer,729105,0
radio,1232753,3
radio,887870,3
radio,2103213,2
radio,2295451,3
radio,2140321,3
radio,887951,3
radio,1989917,3
radio,1634466,3
radio,1634905,3
radio,1627776,3
radio,4194406,3
radio,888025,2
radio,2201448,3
radio,2102770,3
radio,315651,3
radio,3414825,3
radio,286736,3
radio,356726,3
radio,136310,3
radio,79566642,3
radio,79566641,3
radio,79566643,3
radio,900738,3
radio,1285747,3
radio,79566493,3
radio,79566492,3
radio,79566490,3
radio,79566491,3
radio,2151710,3
radio,1449722,0
radio,77971706,0
radio,895598,0
radio,1683709,2
radio,2195404,2
radio,1362903,0
radio,2934924,0
radio,4702632,0
radio,895607,0
radio,1366573,0
radio,560621,0
camera,3915694,1
camera,136362,1
camera,834093,1
camera,1654983,1
camera,65868,1
camera,3803065,1
camera,2707549,1
camera,65877,1
camera,1674299,1
camera,1579710,0
camera,1752499,1
camera,111592,1
camera,77519688,1
camera,65691,1
camera,68376,1
camera,136518,1
camera,1769342,1
camera,65483,1
camera,319199,1
camera,429623,1
camera,862402,1
camera,3948024,1
camera,267392,3
camera,3648407,0
camera,478898,1
camera,1342502,1
camera,478904,1
camera,3612636,1
camera,478901,1
camera,478900,1
camera,3612637,1
camera,483770,1
camera,478887,1
camera,478885,1
camera,637532,1
camera,637531,1
camera,818904,1
camera,478893,1
camera,3330453,1
camera,478888,1
digital camera,128467,3
digital camera,452078,3
digital camera,111592,1
digital camera,77519688,1
digital camera,429623,1
digital camera,1993745,3
digital camera,3663711,1
digital camera,1198820,1
digital camera,32975,1
digital camera,3890198,1
digital camera,3637461,1
digital camera,30092,1
digital camera,77385625,3
digital camera,639356,0
digital camera,299114,1
digital camera,3915697,1
digital camera,48964,3
digital camera,54113,3
digital camera,65901,1
digital camera,3915693,1
digital camera,4478236,1
digital camera,3915696,1
digital camera,136440,1
digital camera,3879281,1
digital camera,694410,1
digital camera,515504,1
digital camera,694405,1
digital camera,3599203,1
digital camera,33737,3
digital camera,1303719,1
digital camera,271228,1
digital camera,1905214,0
digital camera,1856965,0
digital camera,333304,0
digital camera,1710197,0
digital camera,2977787,0
digital camera,1200818,0
tripod,429623,3
tripod,3595842,3
tripod,2081486,3
tripod,288060,3
tripod,866509,3
tripod,3487163,3
tripod,77519688,3
camera case,3948024,3
camera case,444962,3
camera case,871112,3
camera case,1961102,3
camera case,1973340,3
camera case,4146868,3
camera case,3970592,3
camera case,2707550,3
camera case,2707551,3
camera case,4146871,3
camera case,542066,3
camera case,3551126,3
camera case,3892861,3
camera case,2707549,3
camera case,444953,3
camera case,271228,3
camera case,1198820,3
camera case,444969,3
camera case,4146874,3
camera case,4146873,3
camera case,4146872,3
camera case,4146875,3
camera case,1717900,3
camera case,2707548,3
camera case,4210159,3
camera case,3957040,3
camera bag,3948024,3
camera bag,1225792,3
camera bag,4146875,3
camera bag,4146874,3
camera bag,4146873,3
camera bag,4146872,3
camera bag,2707548,3
camera bag,3957040,3
camera bag,3484721,0
camera bag,852191,0
pro controller,1079800,2
pro controller,882641,0
pro controller,1413504,0
pro controller,514486,0
pro controller,1413508,0
pro controller,3849589,0
pro controller,79583170,0
pro controller,4480385,0
pro controller,4564839,0
pro controller,1365575,0
pro controller,1458233,0
pro controller,1459095,0
pro controller,1459030,0
pro controller,2149675,0
pro controller,2159406,0
pro controller,1365857,0
pro controller,1456962,0
pro controller,1459091,0
pro controller,1277679,0
pro controller,1393579,0
pro controller,1709029,0
pro controller,1677235,0
pro controller,475780,0
pro controller,639938,0
pro controller,1539994,0
pro controller,3521632,0
pro controller,1350732,0
pro controller,1539993,0
pro controller,1539995,0
video camera,1674299,1
video camera,2063624,1
video camera,3595945,1
video camera,2707548,0
video camera,292836,1
video camera,1616649,1
video camera,30092,1
video camera,1531597,1
video camera,4075776,1
video camera,452078,3
video camera,653662,0
video camera,3843836,3
video camera,1960604,0
video camera,1993294,0
light board,78533616,0
light board,77266033,0
light board,895842,0
light board,938308,0
light board,1200860,0
light board,1849604,0
light board,1231600,0
light board,1231610,0
light board,639018,0
light board,1601777,0
light board,1624161,0
light board,1231730,0
android tablet,78839328,3
android tablet,78274585,3
android tablet,77125863,3
android tablet,77106974,3
android tablet,79039939,3
android tablet,79039940,3
android tablet,1678437,0
android tablet,79042320,3
android tablet,79042322,3
android tablet,78463182,3
android tablet,77856472,0
android tablet,77524118,0
android tablet,78432925,0
android tablet,77945628,0
android tablet,77311842,0
android tablet,77311852,0
apple,3325453,0
apple,77499005,3
apple,1857711,2
apple,3923980,2
apple,78314562,2
apple,78314291,2
apple,78860414,2
apple,3782112,0
apple,49207,0
apple,389611,0
apple,447096,0
apple,4543373,0
apple,2021713,0
apple,1587188,0
apple,1587196,0
apple,648280,0
apple,3842754,0
apple,3149212,0
apple,3728860,0
apple,3924024,0
apple,79524888,0
apple,77019324,0
apple,3671879,0
apple,1659023,0
apple,78682441,0
apple,78709234,0
apple,2103368,0
apple,3931197,0
apple,79525063,2
apple,3924007,0
apple,77019323,0
apple,3924001,0
apple,3924008,0
apple,3782114,0
apple,1521975,0
apple,3782116,0
apple,3924000,0
apple,79552511,0
apple,3923996,0
apple,618383,0
google,78709240,0
google,78709216,2
google,78709234,0
google,78709243,2
google,79353304,0
google,79353305,0
google,79353306,0
google,79283756,0
google,79283755,0
google,78532457,0
google,79039940,0
google,79039939,0
google,78366292,0
google,79042322,0
google,79042320,0
google,77386451,0
google,77386492,0
google,79284190,0
google,77351607,0
google,79283963,0
google,77386468,0
google,77386454,0
google,77386495,0
google,77386450,0
google,77945888,0
google,77945897,0
google,78296458,0
google,77657483,0
google,77699543,0
google,78366223,0
google,78463182,0
google,78297044,0
google,78463495,0
google,77125937,0
google,78828029,0
google,77218000,0
google,77218014,0
google,77125935,0
google,77218013,0
google,77125940,0
microsoft surface,77384911,0
microsoft surface,79532241,3
microsoft surface,77744098,3
microsoft surface,77029962,0
microsoft surface,44596,0
microsoft surface,2992178,0
microsoft surface,367406,0
microsoft surface,77311849,0
microsoft surface,77311830,0
microsoft surface,77311840,0
microsoft surface,77311832,0
microsoft surface,1278353,0
microsoft surface,1278352,0
microsoft surface,77311853,0
desktop,1365646,0
desktop,1595949,0
desktop,1746703,3
desktop,1238683,1
desktop,1749211,3
desktop,1969976,3
desktop,3094688,3
desktop,1617747,0
desktop,1566182,3
desktop,1318095,3
desktop,1984289,3
desktop,3791525,3
desktop,1597547,1
desktop,1588507,3
desktop,3996688,3
desktop,1618361,1
desktop,1656399,3
desktop,1618360,3
desktop,1617715,3
desktop,866978,1
desktop,3950718,0
desktop,3966580,0
desktop,1593563,3
desktop,1651832,3
desktop,1638181,3
desktop,881272,0
desktop,881271,0
desktop,77386682,3
desktop,3458217,3
desktop,1668462,3
desktop,3449712,0
desktop,79344196,0
desktop,70072,3
desktop,1012278,0
desktop,3890675,3
desktop,1675263,3
desktop,1578707,3
desktop,1309592,3
desktop,1012656,3
desktop,1675262,3
desktop,3709050,0
desktop,3791396,0
desktop,3997509,0
desktop,3989137,0
desktop,3996683,0
monitor,279845,0
monitor,1418543,0
monitor,1645837,0
monitor,1596052,1
monitor,1418544,0
monitor,80033,0
monitor,1675210,0
monitor,1596054,0
monitor,1675262,0
monitor,1123193,0
monitor,1601528,0
monitor,1675208,0
monitor,546576,0
monitor,77756842,0
monitor,77756860,0
monitor,77756864,0
monitor,165389,0
monitor,1946149,0
monitor,1579788,0
monitor,1594900,3
monitor,1229108,0
monitor,321250,0
monitor,1123327,0
monitor,79583167,0
monitor,1675263,0
monitor,1178423,0
monitor,2156087,0
monitor,693612,3
monitor,265193,0
monitor,78835533,0
monitor,653682,3
monitor,1123216,0
monitor,274686,3
monitor,1974114,3
monitor,4543378,0
monitor,2064866,0
monitor,2262553,0
monitor,78835534,0
monitor,78835540,0
monitor,78835532,0
dell,1644787,3
dell,4015202,0
dell,487908,0
dell,1433168,0
dell,267183,0
dell,1647933,0
dell,1521978,0
dell,436465,0
dell,558489,0
dell,558484,0
dell,2154504,0
dell,1647931,0
dell,3557719,0
dell,1379868,0
dell,1432814,0
dell,3934012,3
dell,4482296,3
dell,674261,3
dell,1644533,0
dell,1644179,0
dell,3108517,0
dell,1644503,0
dell,1645972,0
dell,282313,0
dell,3332166,3
dell,3332167,3
dell,1754039,0
dell,1856460,0
dell,1644559,0
dell,3332162,3
dell,674258,3
dell,1380169,3
dell,674259,3
dell,3332163,3
dell,3332152,3
dell,3332154,3
dell,3640346,0
dell,1380147,3
dell,1675743,3
dell,1938331,0
projector,96914,1
projector,122851,1
projector,130956,1
projector,490523,1
projector,885474,1
projector,1569583,1
projector,77190520,3
projector,2131521,1
projector,503708,1
projector,503707,1
projector,921134,1
projector,806824,3
projector,323547,3
projector,921184,1
projector,2131344,0
projector,2270643,1
projector,3948363,1
projector,2164557,1
projector,641625,1
projector,551512,1
projector,1610362,1
projector,3554483,1
projector,921131,1
projector,867961,1
projector,77217598,1
projector,1069226,1
projector,21602402,1
projector,1436276,1
projector,49058,3
projector,1436277,1
projector,77217599,1
projector,926727,1
projector,3554482,1
projector,1610361,0
projector,359969,0
projector,114061,1
projector,921117,1
projector,1436278,1
projector,641627,1
projector,355319,1
hdmi cable,516091,3
hdmi cable,694080,3
hdmi cable,3866552,3
hdmi cable,2063438,3
hdmi cable,3954028,3
hdmi cable,1661677,3
hdmi cable,694081,3
hdmi cable,2102398,3
hdmi cable,1667672,3
hdmi cable,618062,3
hdmi cable,2104350,3
hdmi cable,618060,3
hdmi cable,4198208,3
hdmi cable,3526020,3
hdmi cable,3480669,3
hdmi cable,1413486,3
hdmi cable,3537786,3
hdmi cable,515947,3
hdmi cable,3537778,3
hdmi cable,3961661,3
hdmi cable,3537780,3
hdmi cable,4148041,3
hdmi cable,4148055,3
hdmi cable,4148057,3
hdmi cable,2681759,3
hdmi cable,887632,3
hdmi cable,888121,3
hdmi cable,4148043,3
hdmi cable,4148046,3
hdmi cable,2273700,3
hdmi cable,4703499,3
hdmi cable,1261787,3
hdmi cable,3965814,3
hdmi cable,4147994,3
hdmi cable,3634463,3
hdmi cable,1660583,3
hdmi cable,77993199,3
hdmi cable,1661690,3
hdmi cable,621529,3
hdmi cable,2103305,3
mouse pad,1405078,3
mouse pad,282385,3
mouse pad,332371,3
mouse pad,75974,3
mouse pad,77195849,3
mouse pad,713303,3
mouse pad,627965,3
mouse pad,77913943,3
mouse pad,713302,3
mouse pad,77476957,3
mouse pad,4548189,3
mouse pad,274090,3
mouse pad,77191879,0
gaming mouse pad,77195849,3
gaming mouse pad,77476957,3
gaming mouse pad,1405078,2
gaming mouse pad,282385,2
gaming mouse pad,332371,2
gaming mouse pad,75974,2
gaming mouse pad,713303,2
gaming mouse pad,627965,2
gaming mouse pad,77913943,2
gaming mouse pad,713302,2
gaming mouse pad,1929829,0
gaming mouse pad,4706452,0
lenovo,558352,0
lenovo,458389,0
lenovo,343385,0
lenovo,487968,0
lenovo,695844,3
lenovo,1433295,0
lenovo,3555972,3
lenovo,1432805,0
lenovo,668217,3
lenovo,1438747,3
lenovo,1656378,3
lenovo,475636,3
lenovo,443862,3
lenovo,546313,3
lenovo,78263608,3
lenovo,3957628,3
lenovo,1656379,3
lenovo,77640932,3
lenovo,73220,3
lenovo,565213,3
lenovo,596501,3
lenovo,900518,3
lenovo,900520,3
lenovo,1600501,0
lenovo,2002017,0
lenovo,874988,0
lenovo,4005362,2
lenovo,3542878,0
lenovo,78583522,3
lenovo,3520155,3
lenovo,77505435,3
lenovo,77867553,3
lenovo,1686927,3
lenovo,369714,3
lenovo,1850490,3
lenovo,490202,3
lenovo,3929210,3
lenovo,771103,3
lenovo,4014558,3
lenovo,342286,3
touchscreen computer,1856965,0
touchscreen computer,1439010,0
touchscreen computer,1439009,0
touchscreen computer,1645837,0
touchscreen computer,1596052,0
touchscreen computer,80033,0
touchscreen computer,77524118,0
touchscreen computer,2152150,0
touchscreen computer,799535,0
touchscreen computer,523407,0
touchscreen computer,1642362,0
touchscreen computer,124997,0
touchscreen computer,3637824,0
touchscreen computer,1594900,0
projector screen,1069226,3
projector screen,47471,3
projector screen,806824,0
projector screen,323547,0
projector screen,96914,0
projector screen,122851,0
projector screen,490523,0
projector screen,885474,0
projector screen,130956,0
projector screen,1569583,0
projector screen,77190520,0
projector screen,2131521,0
microsoft office,832540,3
microsoft office,1905214,0
microsoft office,2675001,0
microsoft office,3716012,0
microsoft office,78131131,0
microsoft office,1459095,0
microsoft office,1459030,0
microsoft office,1458233,0
microsoft office,3155116,0
microsoft office,78274314,0
